complaint_id,user_id,complaint_text,created_at,category,subcategory,location,department,severity,impact,status,incident_id,source,has_evidence,user_verified
CMP-00266,USR-029,Water is leaking near Block B - Hostel and the floor remains wet.,2026-04-10 16:25,Water & Sanitation,Drainage,Block B - Hostel,Facilities & Maintenance,Medium,Large Group,Closed,INC-034,Web,False,True
CMP-00417,USR-043,There has been no water supply in Computer Lab 2 since for two days.,2026-04-10 16:48,Water & Sanitation,Drainage,Computer Lab 2,Facilities & Maintenance,High,Large Group,Assigned,INC-019,Web,False,False
CMP-00551,USR-226,"Water pressure has been very low in Transport Bay, especially during 6 PM–10 PM.",2026-04-11 12:19,Water & Sanitation,Leakage,Transport Bay,Facilities & Maintenance,High,Multiple Users,Closed,INC-029,Web,True,False
CMP-00200,USR-107,The furniture in ECE Block is broken and needs repair.,2026-04-11 15:49,Hostel,Laundry,ECE Block,Hostel Administration,Medium,Individual,Resolved,,Web,True,True
CMP-00869,USR-032,Waste bins near Seminar Hall are overflowing.,2026-04-12 08:39,Cleaning,Room Cleaning,Seminar Hall,Housekeeping,Medium,Multiple Users,Resolved,,Web,False,False
CMP-00607,USR-162,There is a power outage affecting Transport Bay.,2026-04-12 13:34,Electricity,Socket,Transport Bay,Electrical Maintenance,High,Multiple Users,Closed,,Web,True,True
CMP-00131,USR-128,The queue at ECE Block is unusually long during lunch.,2026-04-12 13:41,Canteen,Queue,ECE Block,Food Services,Low,Individual,Open,,Mobile,True,False
CMP-00262,USR-095,The washroom in Parking Area has not been cleaned properly.,2026-04-12 15:31,Cleaning,Common Area,Parking Area,Housekeeping,Medium,Large Group,Investigating,,Mobile,True,False
CMP-00135,USR-116,Water is leaking near CSE Block and the floor remains wet.,2026-04-12 19:46,Water & Sanitation,Water Supply,CSE Block,Facilities & Maintenance,Medium,Large Group,Closed,INC-021,Web,False,True
CMP-00104,USR-131,The queue at Block B - Hostel is unusually long during lunch.,2026-04-12 21:19,Canteen,Food Quality,Block B - Hostel,Food Services,Low,Multiple Users,Closed,,Web,False,False
CMP-00145,USR-116,The projector in Block A - Hostel is not displaying properly.,2026-04-13 08:36,Classroom Equipment,Speaker,Block A - Hostel,Academic Infrastructure,Medium,Multiple Users,Open,,Mobile,False,False
CMP-00690,USR-117,The projector in Canteen is not displaying properly.,2026-04-13 14:39,Classroom Equipment,Projector,Canteen,Academic Infrastructure,Medium,Multiple Users,Closed,,Web,False,True
CMP-00354,USR-056,The washroom in Block B - Hostel has not been cleaned properly.,2026-04-13 18:47,Cleaning,Waste Disposal,Block B - Hostel,Housekeeping,Medium,Small Group,Resolved,,Mobile,False,True
CMP-00528,USR-060,The network keeps disconnecting in Central Library.,2026-04-13 19:37,Internet & Network,Wi-Fi,Central Library,IT Services,High,Large Group,Reopened,INC-026,Web,True,False
CMP-00062,USR-189,The washroom in Campus Entrance has not been cleaned properly.,2026-04-14 12:32,Cleaning,Common Area,Campus Entrance,Housekeeping,Medium,Individual,Resolved,,Web,False,True
CMP-00917,USR-046,The CCTV camera near Parking Area appears to be offline.,2026-04-14 12:35,Safety,CCTV,Parking Area,Security Services,High,Multiple Users,Closed,,Web,True,True
CMP-00571,USR-189,The computer systems in Parking Area are extremely slow.,2026-04-14 12:41,Classroom Equipment,Computer,Parking Area,Academic Infrastructure,Medium,Multiple Users,Resolved,,Web,False,False
CMP-00836,USR-213,The computer systems in Block C - Hostel are extremely slow.,2026-04-14 18:00,Classroom Equipment,Microphone,Block C - Hostel,Academic Infrastructure,Medium,Individual,Open,,Web,False,False
CMP-00236,USR-053,"Water pressure has been very low in Transport Bay, especially during afternoon.",2026-04-15 08:14,Water & Sanitation,Water Supply,Transport Bay,Facilities & Maintenance,High,Multiple Users,Closed,INC-020,Mobile,False,False
CMP-00351,USR-225,The lights in Block C - Hostel are flickering repeatedly.,2026-04-15 16:06,Electricity,Lighting,Block C - Hostel,Electrical Maintenance,Medium,Multiple Users,Reopened,,Mobile,False,False
CMP-00785,USR-110,The furniture in Central Library is broken and needs repair.,2026-04-16 13:22,Hostel,Food,Central Library,Hostel Administration,Medium,Individual,Closed,,Web,False,True
CMP-00401,USR-044,The Wi-Fi connection in Canteen becomes very slow during afternoon.,2026-04-16 14:23,Internet & Network,Network Availability,Canteen,IT Services,Medium,Multiple Users,Assigned,,Web,True,False
CMP-00307,USR-236,The network keeps disconnecting in Block C - Hostel.,2026-04-16 17:44,Internet & Network,Network Availability,Block C - Hostel,IT Services,High,Multiple Users,Investigating,,Mobile,False,False
CMP-00227,USR-021,The queue at Parking Area is unusually long during lunch.,2026-04-17 14:44,Canteen,Seating,Parking Area,Food Services,Low,Small Group,Investigating,,Mobile,False,False
CMP-00833,USR-140,The lights in Block C - Hostel are flickering repeatedly.,2026-04-17 16:12,Electricity,AC,Block C - Hostel,Electrical Maintenance,Medium,Individual,Assigned,,Mobile,True,False
CMP-00315,USR-170,The queue at Block C - Hostel is unusually long during lunch.,2026-04-17 16:34,Canteen,Queue,Block C - Hostel,Food Services,Low,Multiple Users,Investigating,,Web,False,False
CMP-00856,USR-027,The projector in Block B - Hostel is not displaying properly.,2026-04-17 17:47,Classroom Equipment,Projector,Block B - Hostel,Academic Infrastructure,Medium,Small Group,Investigating,,Web,True,False
CMP-00955,USR-017,"Water pressure has been very low in Parking Area, especially during afternoon.",2026-04-17 18:08,Water & Sanitation,Water Pressure,Parking Area,Facilities & Maintenance,High,Large Group,Open,INC-021,Mobile,False,False
CMP-00959,USR-034,The pathway near Central Library is damaged and difficult to use.,2026-04-17 20:01,Infrastructure,Lift,Central Library,Facilities & Maintenance,Medium,Small Group,Assigned,,Web,True,False
CMP-00731,USR-129,The lights in Block B - Hostel are flickering repeatedly.,2026-04-18 15:35,Electricity,AC,Block B - Hostel,Electrical Maintenance,Medium,Multiple Users,Closed,,Web,False,True
CMP-00758,USR-061,There is a power outage affecting Central Library.,2026-04-18 16:31,Electricity,Power Outage,Central Library,Electrical Maintenance,High,Multiple Users,Resolved,INC-015,Web,True,True
CMP-00207,USR-178,The queue at Central Library is unusually long during lunch.,2026-04-18 17:08,Canteen,Hygiene,Central Library,Food Services,Low,Small Group,Resolved,,Mobile,False,False
CMP-00121,USR-062,There has been no water supply in Main Building since since yesterday.,2026-04-18 18:50,Water & Sanitation,Washroom,Main Building,Facilities & Maintenance,High,Large Group,Resolved,INC-033,Mobile,False,False
CMP-00581,USR-052,The network keeps disconnecting in Computer Lab 1.,2026-04-19 08:07,Internet & Network,Internet Speed,Computer Lab 1,IT Services,High,Large Group,Resolved,,Web,True,True
CMP-00601,USR-144,Water is leaking near Block A - Hostel and the floor remains wet.,2026-04-19 10:30,Water & Sanitation,Washroom,Block A - Hostel,Facilities & Maintenance,Medium,Individual,Assigned,,Mobile,True,False
CMP-00548,USR-137,There is a power outage affecting Transport Bay.,2026-04-19 11:09,Electricity,AC,Transport Bay,Electrical Maintenance,High,Large Group,Resolved,INC-004,Web,True,False
CMP-00715,USR-183,The lights in Canteen are flickering repeatedly.,2026-04-19 19:09,Electricity,Fan,Canteen,Electrical Maintenance,Medium,Multiple Users,Reopened,,Web,False,False
CMP-00561,USR-086,The computer systems in Campus Entrance are extremely slow.,2026-04-19 19:38,Classroom Equipment,Projector,Campus Entrance,Academic Infrastructure,Medium,Individual,Resolved,,Mobile,True,False
CMP-00573,USR-162,The door lock in Canteen is damaged.,2026-04-20 09:02,Hostel,Security,Canteen,Hostel Administration,High,Multiple Users,Reopened,,Mobile,True,False
CMP-00906,USR-130,The computer systems in CSE Block are extremely slow.,2026-04-20 09:14,Classroom Equipment,Speaker,CSE Block,Academic Infrastructure,Medium,Large Group,Assigned,,Mobile,True,False
CMP-00203,USR-102,Waste bins near Computer Lab 2 are overflowing.,2026-04-20 15:14,Cleaning,Common Area,Computer Lab 2,Housekeeping,Medium,Small Group,Resolved,,Web,False,False
CMP-00675,USR-156,The queue at Block B - Hostel is unusually long during lunch.,2026-04-20 19:29,Canteen,Queue,Block B - Hostel,Food Services,Low,Small Group,Investigating,,Mobile,False,False
CMP-00588,USR-197,Water is leaking near ECE Block and the floor remains wet.,2026-04-21 09:39,Water & Sanitation,Leakage,ECE Block,Facilities & Maintenance,Medium,Small Group,Resolved,,Web,False,True
CMP-00075,USR-223,The projector in ECE Block is not displaying properly.,2026-04-21 10:15,Classroom Equipment,Speaker,ECE Block,Academic Infrastructure,Medium,Small Group,Investigating,,Web,False,False
CMP-00777,USR-125,The computer systems in Parking Area are extremely slow.,2026-04-21 11:25,Classroom Equipment,Speaker,Parking Area,Academic Infrastructure,Medium,Multiple Users,Assigned,,Mobile,True,False
CMP-00790,USR-241,Several systems in Seminar Hall cannot access the internet.,2026-04-21 11:35,Internet & Network,Internet Speed,Seminar Hall,IT Services,High,Multiple Users,Closed,,Web,False,False
CMP-00828,USR-120,The CCTV camera near Block B - Hostel appears to be offline.,2026-04-21 20:29,Safety,Emergency Equipment,Block B - Hostel,Security Services,High,Multiple Users,Resolved,,Mobile,False,True
CMP-00559,USR-203,The computer systems in Block C - Hostel are extremely slow.,2026-04-21 21:13,Classroom Equipment,Computer,Block C - Hostel,Academic Infrastructure,Medium,Small Group,Resolved,,Mobile,True,False
CMP-00361,USR-229,There is a power outage affecting Computer Lab 2.,2026-04-21 21:24,Electricity,Fan,Computer Lab 2,Electrical Maintenance,High,Large Group,Closed,INC-032,Mobile,False,False
CMP-00994,USR-024,"Water pressure has been very low in Seminar Hall, especially during afternoon.",2026-04-22 08:32,Water & Sanitation,Washroom,Seminar Hall,Facilities & Maintenance,High,Large Group,Resolved,,Mobile,True,True
CMP-00031,USR-012,The Wi-Fi connection in Seminar Hall becomes very slow during afternoon.,2026-04-22 13:46,Internet & Network,Network Availability,Seminar Hall,IT Services,Medium,Individual,Assigned,,Web,True,False
CMP-00545,USR-067,The campus bus has not arrived at Computer Lab 2 on time.,2026-04-22 14:41,Transport,Bus Delay,Computer Lab 2,Transport Services,Medium,Small Group,Investigating,,Web,False,False
CMP-00402,USR-029,The CCTV camera near Block C - Hostel appears to be offline.,2026-04-23 08:59,Safety,Security,Block C - Hostel,Security Services,High,Multiple Users,Closed,,Web,False,True
CMP-00150,USR-224,The fan is not working in Block A - Hostel.,2026-04-23 13:26,Electricity,AC,Block A - Hostel,Electrical Maintenance,Medium,Small Group,Resolved,,Web,False,True
CMP-00263,USR-172,There has been no water supply in CSE Block since for three days.,2026-04-23 15:16,Water & Sanitation,Water Supply,CSE Block,Facilities & Maintenance,High,Multiple Users,Closed,,Web,True,True
CMP-00257,USR-167,There has been no water supply in Central Library since since this morning.,2026-04-23 19:26,Water & Sanitation,Washroom,Central Library,Facilities & Maintenance,High,Large Group,Assigned,INC-031,Mobile,False,False
CMP-00912,USR-192,Several systems in Main Building cannot access the internet.,2026-04-23 21:07,Internet & Network,Internet Speed,Main Building,IT Services,High,Multiple Users,Resolved,,Mobile,True,False
CMP-00289,USR-078,The Wi-Fi connection in Central Library becomes very slow during afternoon.,2026-04-24 14:07,Internet & Network,Wi-Fi,Central Library,IT Services,Medium,Small Group,Investigating,,Web,True,False
CMP-00086,USR-016,The projector in Main Building is not displaying properly.,2026-04-24 15:15,Classroom Equipment,Microphone,Main Building,Academic Infrastructure,Medium,Multiple Users,Resolved,,Web,False,True
CMP-00644,USR-111,Water is leaking near CSE Block and the floor remains wet.,2026-04-24 16:22,Water & Sanitation,Drainage,CSE Block,Facilities & Maintenance,Medium,Large Group,Resolved,INC-029,Web,False,False
CMP-00154,USR-239,The projector in Transport Bay is not displaying properly.,2026-04-24 18:16,Classroom Equipment,Microphone,Transport Bay,Academic Infrastructure,Medium,Small Group,Closed,,Mobile,False,True
CMP-00926,USR-086,The Wi-Fi connection in Block A - Hostel becomes very slow during 6 PM–10 PM.,2026-04-24 18:45,Internet & Network,Wi-Fi,Block A - Hostel,IT Services,Medium,Individual,Closed,INC-013,Web,False,False
CMP-00412,USR-196,The door lock in CSE Block is damaged.,2026-04-24 19:59,Hostel,Room Maintenance,CSE Block,Hostel Administration,High,Multiple Users,Investigating,,Mobile,False,False
CMP-00270,USR-049,The washroom in Campus Entrance has not been cleaned properly.,2026-04-24 20:52,Cleaning,Room Cleaning,Campus Entrance,Housekeeping,Medium,Large Group,Resolved,,Web,False,False
CMP-01000,USR-024,The computer systems in Block A - Hostel are extremely slow.,2026-04-25 15:25,Classroom Equipment,Projector,Block A - Hostel,Academic Infrastructure,Medium,Large Group,Resolved,,Mobile,True,True
CMP-00191,USR-004,Several systems in Central Library cannot access the internet.,2026-04-25 16:35,Internet & Network,LAN,Central Library,IT Services,High,Multiple Users,Assigned,INC-021,Web,True,False
CMP-00676,USR-102,The washroom in Seminar Hall has not been cleaned properly.,2026-04-25 18:12,Cleaning,Waste Disposal,Seminar Hall,Housekeeping,Medium,Individual,Reopened,,Web,False,False
CMP-00090,USR-118,Water is leaking near Computer Lab 1 and the floor remains wet.,2026-04-25 20:23,Water & Sanitation,Leakage,Computer Lab 1,Facilities & Maintenance,Medium,Small Group,Reopened,INC-034,Web,True,False
CMP-00419,USR-184,The door lock in ECE Block is damaged.,2026-04-26 08:11,Hostel,Furniture,ECE Block,Hostel Administration,High,Multiple Users,Investigating,,Web,True,False
CMP-00420,USR-145,The Wi-Fi connection in Campus Entrance becomes very slow during 6 PM–10 PM.,2026-04-26 18:23,Internet & Network,Network Availability,Campus Entrance,IT Services,Medium,Small Group,Assigned,INC-011,Mobile,False,False
CMP-00778,USR-016,The Wi-Fi connection in CSE Block becomes very slow during morning.,2026-04-27 08:34,Internet & Network,LAN,CSE Block,IT Services,Medium,Small Group,Resolved,INC-003,Web,True,False
CMP-00065,USR-222,Food served at Block A - Hostel was cold today.,2026-04-27 09:20,Canteen,Payment,Block A - Hostel,Food Services,Medium,Individual,Reopened,,Mobile,True,False
CMP-00140,USR-053,The computer systems in CSE Block are extremely slow.,2026-04-27 09:44,Classroom Equipment,Computer,CSE Block,Academic Infrastructure,Medium,Large Group,Resolved,,Web,False,False
CMP-00166,USR-191,The queue at Central Library is unusually long during lunch.,2026-04-27 17:03,Canteen,Food Quality,Central Library,Food Services,Low,Individual,Assigned,,Mobile,True,False
CMP-00814,USR-250,The washroom in Campus Entrance has not been cleaned properly.,2026-04-27 18:09,Cleaning,Common Area,Campus Entrance,Housekeeping,Medium,Small Group,Closed,,Web,False,False
CMP-00205,USR-090,Waste bins near Main Building are overflowing.,2026-04-28 09:16,Cleaning,Room Cleaning,Main Building,Housekeeping,Medium,Large Group,Resolved,,Web,True,True
CMP-00966,USR-165,The pathway near Computer Lab 1 is damaged and difficult to use.,2026-04-28 11:43,Infrastructure,Lift,Computer Lab 1,Facilities & Maintenance,Medium,Small Group,Reopened,,Web,False,True
CMP-00004,USR-170,There has been no water supply in Campus Entrance since since yesterday.,2026-04-28 16:07,Water & Sanitation,Water Supply,Campus Entrance,Facilities & Maintenance,High,Large Group,Resolved,,Mobile,False,True
CMP-00407,USR-191,The fan is not working in Computer Lab 2.,2026-04-28 16:59,Electricity,AC,Computer Lab 2,Electrical Maintenance,Medium,Small Group,Closed,INC-032,Mobile,True,False
CMP-00956,USR-089,The CCTV camera near Sports Ground appears to be offline.,2026-04-28 17:26,Safety,CCTV,Sports Ground,Security Services,High,Multiple Users,Assigned,,Web,False,False
